Index,Incoming Calls,Answered Calls,Answer Rate,Abandoned Calls,Answer Speed (AVG),Talk Duration (AVG),Waiting Time (AVG),Service Level (20 Seconds),Answer_Speed_Segundos,Talk_Duration_Segundos,Waiting_Time_Segundos,Answer_Rate_Decimal,Service_Level_Decimal
509,26,24,92.31%,2,0:00:23,0:02:00,0:01:53,68.00%,23,120,113,0.9231,0.68
510,95,94,98.95%,1,0:00:21,0:02:31,0:03:34,75.53%,21,151,214,0.9895,0.7553
511,136,131,96.32%,5,0:00:17,0:02:29,0:02:21,81.06%,17,149,141,0.9632,0.8106
512,37,34,91.89%,3,0:00:41,0:02:11,0:05:46,64.86%,41,131,346,0.9189,0.6486
513,105,100,95.24%,5,0:00:22,0:02:30,0:02:12,72.28%,22,150,132,0.9523999999999999,0.7228
514,100,92,92.00%,8,0:00:30,0:02:27,0:04:35,63.27%,30,147,275,0.92,0.6327
515,115,103,89.57%,12,0:00:44,0:02:46,0:04:35,37.17%,44,166,275,0.8956999999999999,0.37170000000000003
516,38,36,94.74%,2,0:00:39,0:02:56,0:02:54,52.63%,39,176,174,0.9473999999999999,0.5263
517,108,95,87.96%,13,0:00:26,0:02:49,0:02:46,63.81%,26,169,166,0.8795999999999999,0.6381
518,124,118,95.16%,6,0:00:23,0:02:31,0:03:01,73.77%,23,151,181,0.9516,0.7376999999999999
519,97,92,94.85%,5,0:00:25,0:02:36,0:02:23,67.71%,25,156,143,0.9484999999999999,0.6770999999999999
520,117,108,92.31%,9,0:00:37,0:01:46,0:04:03,48.67%,37,106,243,0.9231,0.4867
521,34,31,91.18%,3,0:00:27,0:02:37,0:02:32,64.71%,27,157,152,0.9118,0.6470999999999999
522,53,50,94.34%,3,0:00:28,0:02:11,0:03:16,66.04%,28,131,196,0.9434,0.6604000000000001
523,29,23,79.31%,6,0:00:42,0:02:47,0:03:40,32.14%,42,167,220,0.7931,0.3214
524,120,107,89.17%,13,0:00:34,0:02:39,0:03:21,44.07%,34,159,201,0.8917,0.4407
525,107,100,93.46%,7,0:00:33,0:02:33,0:02:08,51.43%,33,153,128,0.9346,0.5143
526,173,159,91.91%,14,0:00:47,0:02:44,0:05:30,39.41%,47,164,330,0.9190999999999999,0.39409999999999995
527,256,213,83.20%,43,0:00:44,0:02:45,0:05:18,41.70%,44,165,318,0.8320000000000001,0.41700000000000004
528,199,174,87.44%,25,0:00:36,0:02:35,0:04:35,53.06%,36,155,275,0.8744,0.5306000000000001
529,182,170,93.41%,12,0:00:40,0:02:44,0:03:27,45.81%,40,164,207,0.9340999999999999,0.4581
530,42,41,97.62%,1,0:00:42,0:02:53,0:03:40,56.10%,42,173,220,0.9762000000000001,0.561
531,181,168,92.82%,13,0:00:34,0:02:35,0:02:43,51.69%,34,155,163,0.9281999999999999,0.5169
532,159,147,92.45%,12,0:00:30,0:02:36,0:04:39,58.71%,30,156,279,0.9245,0.5871
533,142,134,94.37%,8,0:00:26,0:02:50,0:01:50,61.87%,26,170,110,0.9437000000000001,0.6187
534,194,163,84.02%,31,0:00:30,0:02:38,0:05:31,51.04%,30,158,331,0.8402,0.5104
535,235,210,89.36%,25,0:00:38,0:02:53,0:04:35,48.90%,38,173,275,0.8936,0.489
536,206,180,87.38%,26,0:00:51,0:02:47,0:07:03,38.61%,51,167,423,0.8737999999999999,0.3861
537,58,47,81.03%,11,0:00:48,0:02:36,0:04:35,42.11%,48,156,275,0.8103,0.4211
538,212,194,91.51%,18,0:00:38,0:02:33,0:04:21,51.20%,38,153,261,0.9151,0.512
539,232,214,92.24%,18,0:00:34,0:02:36,0:05:30,55.90%,34,156,330,0.9224,0.5589999999999999
540,348,327,93.97%,21,0:00:32,0:02:28,0:07:20,54.62%,32,148,440,0.9397,0.5462
541,167,156,93.41%,11,0:00:32,0:02:43,0:02:57,56.79%,32,163,177,0.9340999999999999,0.5679
542,167,157,94.01%,10,0:00:27,0:02:57,0:05:19,67.48%,27,177,319,0.9401,0.6748000000000001
543,166,161,96.99%,5,0:00:21,0:02:45,0:01:32,73.33%,21,165,92,0.9699,0.7333
544,32,28,87.50%,4,0:00:22,0:02:43,0:07:35,64.52%,22,163,455,0.875,0.6452
545,52,49,94.23%,3,0:00:32,0:02:58,0:03:02,63.46%,32,178,182,0.9423,0.6346
546,154,149,96.75%,5,0:00:26,0:02:52,0:01:50,64.90%,26,172,110,0.9675,0.649
547,223,218,97.76%,5,0:00:18,0:02:07,0:02:00,80.09%,18,127,120,0.9776,0.8009000000000001
548,170,157,92.35%,13,0:00:17,0:03:04,0:06:25,78.44%,17,184,385,0.9235,0.7844
549,145,133,91.72%,12,0:00:26,0:02:56,0:03:39,69.23%,26,176,219,0.9172,0.6923
550,144,138,95.83%,6,0:00:17,0:02:53,0:02:45,83.80%,17,173,165,0.9582999999999999,0.838
551,16,15,93.75%,1,0:00:17,0:03:00,0:02:45,68.75%,17,180,165,0.9375,0.6875
552,135,131,97.04%,4,0:00:20,0:02:37,0:02:00,76.12%,20,157,120,0.9704,0.7612000000000001
553,137,133,97.08%,4,0:00:24,0:02:49,0:02:46,69.12%,24,169,166,0.9708,0.6912
554,149,144,96.64%,5,0:00:17,0:02:39,0:02:02,82.76%,17,159,122,0.9664,0.8276
555,155,143,92.26%,12,0:00:16,0:02:41,0:06:25,80.14%,16,161,385,0.9226000000000001,0.8014
556,128,121,94.53%,7,0:00:19,0:02:55,0:04:35,77.78%,19,175,275,0.9453,0.7778
557,134,125,93.28%,9,0:00:21,0:02:38,0:03:18,72.52%,21,158,198,0.9328,0.7252
558,21,21,100.00%,0,0:00:23,0:02:37,0:02:50,76.19%,23,157,170,1.0,0.7619
559,150,138,92.00%,12,0:00:30,0:02:52,0:04:16,58.67%,30,172,256,0.92,0.5867
560,163,158,96.93%,5,0:00:14,0:02:28,0:02:01,81.99%,14,148,121,0.9693,0.8199
561,160,151,94.38%,9,0:00:12,0:02:39,0:02:57,87.18%,12,159,177,0.9438,0.8718
562,132,125,94.70%,7,0:00:30,0:02:46,0:03:47,64.62%,30,166,227,0.9470000000000001,0.6462
563,131,126,96.18%,5,0:00:17,0:02:47,0:02:35,78.29%,17,167,155,0.9618000000000001,0.7829
564,158,146,92.41%,12,0:00:21,0:02:42,0:03:40,75.32%,21,162,220,0.9240999999999999,0.7532
565,19,16,84.21%,3,0:00:51,0:02:46,0:04:14,47.37%,51,166,254,0.8421,0.47369999999999995
566,151,128,84.77%,23,0:00:52,0:02:30,0:05:38,37.93%,52,150,338,0.8477,0.37929999999999997
567,139,128,92.09%,11,0:00:32,0:02:44,0:03:34,51.80%,32,164,214,0.9209,0.518
568,166,135,81.33%,31,0:00:41,0:02:40,0:05:09,46.50%,41,160,309,0.8133,0.465
569,258,196,75.97%,62,0:01:10,0:02:30,0:07:51,24.29%,70,150,471,0.7597,0.2429
570,203,176,86.70%,27,0:00:40,0:02:30,0:09:09,44.78%,40,150,549,0.867,0.44780000000000003
571,182,162,89.01%,20,0:00:25,0:02:48,0:03:40,59.43%,25,168,220,0.8901,0.5943
572,18,17,94.44%,1,0:00:55,0:04:01,0:05:46,50.00%,55,241,346,0.9444,0.5
573,215,170,79.07%,45,0:00:55,0:02:49,0:07:26,43.06%,55,169,446,0.7907,0.43060000000000004
574,209,203,97.13%,6,0:00:25,0:02:42,0:03:40,74.88%,25,162,220,0.9712999999999999,0.7487999999999999
575,140,134,95.71%,6,0:00:20,0:02:59,0:03:21,76.26%,20,179,201,0.9571,0.7626000000000001
576,124,110,88.71%,14,0:00:15,0:02:56,0:08:16,81.82%,15,176,496,0.8870999999999999,0.8181999999999999
577,179,163,91.06%,16,0:00:23,0:02:44,0:04:17,71.59%,23,164,257,0.9106000000000001,0.7159
578,163,161,98.77%,2,0:00:10,0:02:40,0:01:51,94.41%,10,160,111,0.9876999999999999,0.9440999999999999
579,27,27,100.00%,0,0:00:05,0:02:48,0:00:19,100.00%,5,168,19,1.0,1.0
580,182,175,96.15%,7,0:00:19,0:02:38,0:03:08,79.89%,19,158,188,0.9615,0.7989
581,164,159,96.95%,5,0:00:11,0:02:23,0:06:28,90.18%,11,143,388,0.9695,0.9018
582,160,159,99.38%,1,0:00:05,0:02:40,0:00:58,98.74%,5,160,58,0.9937999999999999,0.9873999999999999
583,174,155,89.08%,19,0:00:16,0:02:41,0:06:39,77.06%,16,161,399,0.8908,0.7706000000000001
584,235,230,97.87%,5,0:00:05,0:02:27,0:01:50,95.74%,5,147,110,0.9787,0.9573999999999999
585,175,174,99.43%,1,0:00:04,0:02:26,0:01:53,98.86%,4,146,113,0.9943000000000001,0.9886
586,25,25,100.00%,0,0:00:04,0:03:15,0:00:55,96.00%,4,195,55,1.0,0.96
587,170,167,98.24%,3,0:00:06,0:02:35,0:03:40,94.08%,6,155,220,0.9823999999999999,0.9408
588,187,168,89.84%,19,0:00:26,0:02:20,0:04:49,70.43%,26,140,289,0.8984000000000001,0.7043
589,53,51,96.23%,2,0:00:06,0:02:29,0:01:50,88.68%,6,149,110,0.9623,0.8868
590,121,117,96.69%,4,0:00:13,0:02:36,0:02:41,85.83%,13,156,161,0.9669,0.8583
591,143,139,97.20%,4,0:00:05,0:02:26,0:01:56,94.41%,5,146,116,0.972,0.9440999999999999
592,100,96,96.00%,4,0:00:06,0:02:28,0:01:50,91.92%,6,148,110,0.96,0.9192
593,17,17,100.00%,0,0:00:08,0:02:55,0:00:59,88.24%,8,175,59,1.0,0.8824
594,113,110,97.35%,3,0:00:08,0:02:33,0:01:18,90.18%,8,153,78,0.9734999999999999,0.9018
595,139,128,92.09%,11,0:00:13,0:02:38,0:03:40,82.01%,13,158,220,0.9209,0.8201
596,135,134,99.26%,1,0:00:04,0:02:34,0:01:50,98.52%,4,154,110,0.9926,0.9852
597,29,29,100.00%,0,0:00:15,0:03:13,0:01:29,79.31%,15,193,89,1.0,0.7931
598,120,116,96.67%,4,0:00:05,0:02:43,0:02:45,95.83%,5,163,165,0.9667,0.9582999999999999
599,115,108,93.91%,7,0:00:09,0:02:50,0:04:25,88.70%,9,170,265,0.9390999999999999,0.887
600,14,14,100.00%,0,0:00:14,0:02:17,0:01:14,78.57%,14,137,74,1.0,0.7857
601,107,104,97.20%,3,0:00:07,0:02:29,0:00:58,90.57%,7,149,58,0.972,0.9057
602,137,128,93.43%,9,0:00:10,0:02:30,0:02:03,85.29%,10,150,123,0.9343,0.8529000000000001
603,106,105,99.06%,1,0:00:11,0:02:47,0:01:53,85.85%,11,167,113,0.9906,0.8584999999999999
604,116,108,93.10%,8,0:00:19,0:02:26,0:02:33,84.07%,19,146,153,0.9309999999999999,0.8406999999999999
605,120,117,97.50%,3,0:00:09,0:02:37,0:01:05,90.76%,9,157,65,0.975,0.9076000000000001
606,123,121,98.37%,2,0:00:07,0:02:27,0:01:55,91.06%,7,147,115,0.9837,0.9106000000000001
607,31,31,100.00%,0,0:00:03,0:02:18,0:00:03,100.00%,3,138,3,1.0,1.0
608,140,139,99.29%,1,0:00:08,0:02:39,0:01:11,92.14%,8,159,71,0.9929000000000001,0.9214
609,168,161,95.83%,7,0:00:18,0:02:24,0:02:24,73.65%,18,144,144,0.9582999999999999,0.7365
610,146,144,98.63%,2,0:00:06,0:02:38,0:00:58,94.48%,6,158,58,0.9863,0.9448000000000001
611,110,106,96.36%,4,0:00:15,0:02:50,0:02:30,80.00%,15,170,150,0.9636,0.8
612,342,333,97.37%,9,0:00:15,0:02:10,0:02:39,81.42%,15,130,159,0.9737,0.8142
613,190,183,96.32%,7,0:00:16,0:02:32,0:01:59,78.95%,16,152,119,0.9632,0.7895
614,25,24,96.00%,1,0:00:06,0:02:22,0:00:48,91.67%,6,142,48,0.96,0.9167000000000001
615,169,162,95.86%,7,0:00:09,0:02:31,0:04:36,89.16%,9,151,276,0.9586,0.8916
616,130,129,99.23%,1,0:00:11,0:02:30,0:01:52,86.92%,11,150,112,0.9923000000000001,0.8692
617,22,20,90.91%,2,0:00:09,0:03:15,0:01:50,90.48%,9,195,110,0.9091,0.9048
618,5,5,100.00%,0,0:00:28,0:02:25,0:01:14,60.00%,28,145,74,1.0,0.6
619,119,115,96.64%,4,0:00:11,0:02:28,0:01:50,86.44%,11,148,110,0.9664,0.8644
620,140,138,98.57%,2,0:00:09,0:02:17,0:02:11,92.14%,9,137,131,0.9856999999999999,0.9214
621,22,22,100.00%,0,0:00:06,0:02:21,0:00:48,90.91%,6,141,48,1.0,0.9091
622,126,124,98.41%,2,0:00:08,0:02:35,0:00:58,94.40%,8,155,58,0.9841,0.9440000000000001
623,122,111,90.98%,11,0:00:13,0:02:43,0:02:13,77.69%,13,163,133,0.9098,0.7768999999999999
624,113,108,95.58%,5,0:00:13,0:02:31,0:01:27,82.88%,13,151,87,0.9558,0.8288
625,119,109,91.60%,10,0:00:17,0:02:36,0:05:15,83.62%,17,156,315,0.9159999999999999,0.8362
626,134,119,88.81%,15,0:00:24,0:02:46,0:02:45,63.43%,24,166,165,0.8881,0.6343
627,101,97,96.04%,4,0:00:16,0:02:33,0:01:38,77.00%,16,153,98,0.9604,0.77
628,20,20,100.00%,0,0:00:04,0:02:24,0:00:18,100.00%,4,144,18,1.0,1.0
629,169,162,95.86%,7,0:00:17,0:02:32,0:05:31,80.12%,17,152,331,0.9586,0.8012
630,137,133,97.08%,4,0:00:29,0:02:37,0:02:42,62.04%,29,157,162,0.9708,0.6204
631,133,127,95.49%,6,0:00:18,0:02:39,0:04:36,81.95%,18,159,276,0.9549,0.8195
632,184,179,97.28%,5,0:00:10,0:02:03,0:02:44,90.56%,10,123,164,0.9728,0.9056000000000001
633,145,135,93.10%,10,0:00:21,0:02:35,0:03:10,74.13%,21,155,190,0.9309999999999999,0.7413
634,114,108,94.74%,6,0:00:14,0:02:31,0:02:33,82.88%,14,151,153,0.9473999999999999,0.8288
635,24,23,95.83%,1,0:00:05,0:02:12,0:00:55,95.83%,5,132,55,0.9582999999999999,0.9582999999999999
636,143,136,95.10%,7,0:00:09,0:02:32,0:05:30,84.51%,9,152,330,0.951,0.8451000000000001
637,119,114,95.80%,5,0:00:08,0:02:22,0:01:19,90.60%,8,142,79,0.958,0.9059999999999999
638,123,118,95.93%,5,0:00:21,0:02:46,0:02:44,70.73%,21,166,164,0.9593,0.7073
639,145,141,97.24%,4,0:00:14,0:02:36,0:01:50,83.33%,14,156,110,0.9723999999999999,0.8332999999999999
640,108,106,98.15%,2,0:00:26,0:02:50,0:04:57,68.22%,26,170,297,0.9815,0.6822
641,128,125,97.66%,3,0:00:13,0:02:45,0:01:42,82.68%,13,165,102,0.9765999999999999,0.8268000000000001
642,27,26,96.30%,1,0:00:20,0:02:51,0:02:40,84.62%,20,171,160,0.963,0.8462000000000001
643,155,151,97.42%,4,0:00:11,0:02:32,0:02:18,89.61%,11,152,138,0.9742000000000001,0.8961
644,116,110,94.83%,6,0:00:18,0:02:23,0:02:47,75.00%,18,143,167,0.9483,0.75
645,117,111,94.87%,6,0:00:18,0:02:43,0:02:06,76.52%,18,163,126,0.9487000000000001,0.7652
646,113,105,92.92%,8,0:00:31,0:02:37,0:03:40,53.98%,31,157,220,0.9292,0.5398
647,107,101,94.39%,6,0:00:23,0:02:44,0:03:11,73.58%,23,164,191,0.9439,0.7358
648,146,141,96.58%,5,0:00:25,0:02:22,0:02:46,65.75%,25,142,166,0.9658,0.6575
649,29,26,89.66%,3,0:00:09,0:02:37,0:01:50,85.71%,9,157,110,0.8966,0.8571
650,231,228,98.70%,3,0:00:15,0:02:09,0:03:26,81.39%,15,129,206,0.987,0.8139
651,239,215,89.96%,24,0:00:23,0:02:36,0:04:35,66.67%,23,156,275,0.8996,0.6667000000000001
652,174,154,88.51%,20,0:00:29,0:02:40,0:05:08,61.31%,29,160,308,0.8851,0.6131
653,168,163,97.02%,5,0:00:21,0:02:49,0:02:45,70.66%,21,169,165,0.9702,0.7066
654,135,128,94.81%,7,0:00:18,0:02:36,0:05:30,72.59%,18,156,330,0.9481,0.7259
655,122,113,92.62%,9,0:00:30,0:02:49,0:03:40,61.16%,30,169,220,0.9262,0.6115999999999999
656,13,12,92.31%,1,0:00:24,0:02:45,0:01:12,66.67%,24,165,72,0.9231,0.6667000000000001
657,20,18,90.00%,2,0:00:23,0:02:43,0:02:44,73.68%,23,163,164,0.9,0.7368000000000001
658,152,141,92.76%,11,0:00:22,0:02:41,0:04:29,70.00%,22,161,269,0.9276000000000001,0.7
659,132,131,99.24%,1,0:00:12,0:02:39,0:02:00,87.02%,12,159,120,0.9924,0.8702
660,180,171,95.00%,9,0:00:21,0:02:51,0:02:39,71.91%,21,171,159,0.95,0.7191
661,193,189,97.93%,4,0:00:13,0:02:35,0:02:26,82.90%,13,155,146,0.9793000000000001,0.8290000000000001
662,245,236,96.33%,9,0:00:13,0:02:44,0:02:20,82.79%,13,164,140,0.9632999999999999,0.8279000000000001
663,35,34,97.14%,1,0:00:11,0:02:11,0:01:44,88.24%,11,131,104,0.9714,0.8824
664,198,190,95.96%,8,0:00:12,0:02:38,0:01:22,84.69%,12,158,82,0.9595999999999999,0.8469
665,47,47,100.00%,0,0:00:06,0:02:09,0:00:57,93.62%,6,129,57,1.0,0.9362
666,187,186,99.47%,1,0:00:07,0:02:30,0:02:45,93.58%,7,150,165,0.9947,0.9358
667,57,54,94.74%,3,0:00:07,0:02:37,0:00:55,91.07%,7,157,55,0.9473999999999999,0.9107
668,169,162,95.86%,7,0:00:09,0:02:39,0:01:50,88.17%,9,159,110,0.9586,0.8817
669,337,316,93.77%,21,0:00:23,0:02:13,0:05:17,72.92%,23,133,317,0.9377,0.7292000000000001
670,44,43,97.73%,1,0:00:09,0:02:35,0:01:50,84.09%,9,155,110,0.9773000000000001,0.8409
671,210,206,98.10%,4,0:00:12,0:02:39,0:02:32,87.08%,12,159,152,0.981,0.8708
672,190,186,97.89%,4,0:00:17,0:02:22,0:04:53,84.13%,17,142,293,0.9789,0.8412999999999999
673,190,182,95.79%,8,0:00:10,0:02:40,0:01:38,87.03%,10,160,98,0.9579000000000001,0.8703
674,169,168,99.41%,1,0:00:11,0:02:25,0:01:48,88.17%,11,145,108,0.9941,0.8817
675,52,50,96.15%,2,0:00:06,0:02:34,0:00:58,92.16%,6,154,58,0.9615,0.9216
676,144,137,95.14%,7,0:00:14,0:02:36,0:02:56,77.08%,14,156,176,0.9514,0.7707999999999999
677,36,36,100.00%,0,0:00:15,0:02:53,0:01:41,80.56%,15,173,101,1.0,0.8056
678,155,148,95.48%,7,0:00:14,0:02:26,0:03:23,81.29%,14,146,203,0.9548000000000001,0.8129000000000001
679,159,154,96.86%,5,0:00:16,0:02:41,0:02:12,78.62%,16,161,132,0.9686,0.7862
680,115,110,95.65%,5,0:00:14,0:02:28,0:02:17,83.19%,14,148,137,0.9565,0.8319
681,186,173,93.01%,13,0:00:19,0:02:39,0:02:44,73.51%,19,159,164,0.9301,0.7351000000000001
682,167,157,94.01%,10,0:00:23,0:02:32,0:02:49,67.68%,23,152,169,0.9401,0.6768000000000001
683,146,142,97.26%,4,0:00:22,0:02:42,0:01:59,66.90%,22,162,119,0.9726,0.669
684,41,31,75.61%,10,0:00:39,0:03:43,0:03:40,48.78%,39,223,220,0.7561,0.4878
685,185,85,45.95%,100,0:01:49,0:02:46,0:11:01,3.80%,109,166,661,0.4595,0.038
686,149,83,55.70%,66,0:01:38,0:02:18,0:10:06,4.83%,98,138,606,0.557,0.0483
687,180,115,63.89%,65,0:01:04,0:02:33,0:12:50,23.86%,64,153,770,0.6389,0.2386
688,173,144,83.24%,29,0:00:38,0:03:00,0:05:32,46.47%,38,180,332,0.8323999999999999,0.4647
689,176,158,89.77%,18,0:00:20,0:02:33,0:05:15,70.35%,20,153,315,0.8976999999999999,0.7034999999999999
690,147,120,81.63%,27,0:00:46,0:02:39,0:04:16,39.73%,46,159,256,0.8162999999999999,0.3973
691,84,77,91.67%,7,0:00:17,0:02:07,0:04:30,73.49%,17,127,270,0.9167000000000001,0.7349
692,325,78,24.00%,247,0:03:13,0:03:01,0:17:27,0.00%,193,181,1047,0.24,0.0
693,441,103,23.36%,338,0:04:04,0:02:43,0:15:38,0.23%,244,163,938,0.2336,0.0023
694,525,116,22.10%,409,0:05:08,0:03:08,0:22:56,0.00%,308,188,1376,0.221,0.0
695,610,201,32.95%,409,0:03:13,0:02:52,0:19:15,3.52%,193,172,1155,0.3295,0.0352
696,427,282,66.04%,145,0:01:02,0:02:49,0:14:42,24.88%,62,169,882,0.6604000000000001,0.2488
697,378,331,87.57%,47,0:00:43,0:02:37,0:05:30,40.33%,43,157,330,0.8756999999999999,0.4033
698,80,67,83.75%,13,0:00:38,0:03:12,0:05:30,46.25%,38,192,330,0.8375,0.4625
699,356,320,89.89%,36,0:00:34,0:02:52,0:05:30,52.56%,34,172,330,0.8989,0.5256000000000001
700,409,355,86.80%,54,0:00:44,0:02:55,0:04:21,39.70%,44,175,261,0.868,0.397
701,352,302,85.80%,50,0:00:41,0:03:03,0:05:49,47.40%,41,183,349,0.858,0.474
702,282,239,84.75%,43,0:00:39,0:03:06,0:08:26,51.07%,39,186,506,0.8475,0.5107
703,429,390,90.91%,39,0:00:38,0:02:41,0:03:40,44.66%,38,161,220,0.9091,0.44659999999999994
704,310,285,91.94%,25,0:00:33,0:02:45,0:04:12,56.11%,33,165,252,0.9194,0.5611
705,102,94,92.16%,8,0:00:29,0:02:40,0:02:48,63.73%,29,160,168,0.9216,0.6373
706,335,297,88.66%,38,0:00:39,0:02:33,0:03:42,43.64%,39,153,222,0.8865999999999999,0.4364
707,313,291,92.97%,22,0:00:26,0:02:25,0:03:42,64.29%,26,145,222,0.9297,0.6429
708,251,240,95.62%,11,0:00:24,0:02:42,0:02:45,67.20%,24,162,165,0.9562,0.672
709,190,176,92.63%,14,0:00:24,0:02:31,0:03:53,67.72%,24,151,233,0.9262999999999999,0.6772
710,188,170,90.43%,18,0:00:34,0:02:49,0:06:25,53.23%,34,169,385,0.9043000000000001,0.5323
711,166,160,96.39%,6,0:00:15,0:02:40,0:02:45,81.82%,15,160,165,0.9639,0.8181999999999999
712,73,68,93.15%,5,0:00:15,0:02:13,0:02:28,78.87%,15,133,148,0.9315000000000001,0.7887000000000001
713,170,159,93.53%,11,0:00:20,0:02:40,0:04:51,73.21%,20,160,291,0.9353,0.7321
714,188,181,96.28%,7,0:00:23,0:02:39,0:03:01,68.28%,23,159,181,0.9628,0.6828
715,306,262,85.62%,44,0:00:44,0:02:48,0:07:37,46.33%,44,168,457,0.8562000000000001,0.4633
716,201,185,92.04%,16,0:00:23,0:02:38,0:02:46,67.34%,23,158,166,0.9204000000000001,0.6734
717,188,184,97.87%,4,0:00:17,0:02:36,0:02:22,79.26%,17,156,142,0.9787,0.7926000000000001
718,148,131,88.51%,17,0:00:31,0:02:51,0:03:36,53.06%,31,171,216,0.8851,0.5306000000000001
719,21,17,80.95%,4,0:00:52,0:03:29,0:11:00,52.38%,52,209,660,0.8095,0.5238
720,148,129,87.16%,19,0:00:40,0:03:01,0:06:56,45.52%,40,181,416,0.8715999999999999,0.45520000000000005
721,167,154,92.22%,13,0:00:17,0:02:43,0:02:49,73.49%,17,163,169,0.9222,0.7349
722,169,158,93.49%,11,0:00:16,0:02:36,0:01:44,75.00%,16,156,104,0.9349,0.75
723,175,163,93.14%,12,0:00:22,0:02:37,0:02:18,71.10%,22,157,138,0.9314,0.711
724,193,183,94.82%,10,0:00:16,0:02:49,0:02:48,80.21%,16,169,168,0.9481999999999999,0.8020999999999999
725,154,144,93.51%,10,0:00:20,0:02:41,0:02:54,73.51%,20,161,174,0.9351,0.7351000000000001
726,35,34,97.14%,1,0:00:14,0:03:06,0:00:58,77.14%,14,186,58,0.9714,0.7714
727,172,161,93.60%,11,0:00:20,0:02:48,0:02:32,72.09%,20,168,152,0.9359999999999999,0.7209
728,195,182,93.33%,13,0:00:24,0:02:51,0:03:10,66.84%,24,171,190,0.9333,0.6684
729,163,157,96.32%,6,0:00:17,0:02:46,0:05:33,82.21%,17,166,333,0.9632,0.8220999999999999
730,134,126,94.03%,8,0:00:30,0:02:58,0:04:59,63.57%,30,178,299,0.9403,0.6357
731,158,142,89.87%,16,0:00:25,0:02:45,0:02:56,59.35%,25,165,176,0.8987,0.5935
732,161,144,89.44%,17,0:00:34,0:02:49,0:05:00,53.13%,34,169,300,0.8944,0.5313
733,36,34,94.44%,2,0:00:20,0:02:05,0:01:57,72.22%,20,125,117,0.9444,0.7222
734,147,136,92.52%,11,0:00:17,0:02:55,0:03:15,76.71%,17,175,195,0.9251999999999999,0.7670999999999999
735,131,130,99.24%,1,0:00:18,0:02:47,0:03:18,76.92%,18,167,198,0.9924,0.7692
736,128,120,93.75%,8,0:00:22,0:02:47,0:01:54,68.25%,22,167,114,0.9375,0.6825
737,136,119,87.50%,17,0:00:26,0:02:52,0:04:35,60.15%,26,172,275,0.875,0.6015
738,225,209,92.89%,16,0:00:19,0:02:29,0:04:06,76.02%,19,149,246,0.9289000000000001,0.7602
739,167,151,90.42%,16,0:00:19,0:02:27,0:02:44,73.33%,19,147,164,0.9042,0.7333
740,48,46,95.83%,2,0:00:16,0:02:26,0:02:38,78.72%,16,146,158,0.9582999999999999,0.7872
741,232,204,87.93%,28,0:00:32,0:02:22,0:03:56,55.41%,32,142,236,0.8793000000000001,0.5540999999999999
742,198,187,94.44%,11,0:00:27,0:02:48,0:03:13,60.20%,27,168,193,0.9444,0.602
743,171,163,95.32%,8,0:00:19,0:02:41,0:02:48,69.41%,19,161,168,0.9531999999999999,0.6940999999999999
744,180,173,96.11%,7,0:00:31,0:02:49,0:08:13,72.22%,31,169,493,0.9611,0.7222
745,192,175,91.15%,17,0:00:26,0:03:01,0:03:40,61.58%,26,181,220,0.9115000000000001,0.6158
746,194,180,92.78%,14,0:00:25,0:02:50,0:04:03,68.39%,25,170,243,0.9278,0.6839
747,37,27,72.97%,10,0:00:35,0:02:53,0:02:58,50.00%,35,173,178,0.7297,0.5
748,180,169,93.89%,11,0:00:23,0:02:44,0:02:05,67.98%,23,164,125,0.9389,0.6798000000000001
749,213,198,92.96%,15,0:00:16,0:02:47,0:06:21,77.25%,16,167,381,0.9296,0.7725
750,251,239,95.22%,12,0:00:21,0:02:18,0:02:48,71.77%,21,138,168,0.9521999999999999,0.7177
751,200,189,94.50%,11,0:00:19,0:02:53,0:04:36,76.26%,19,173,276,0.945,0.7626000000000001
752,214,205,95.79%,9,0:00:25,0:02:48,0:07:17,71.96%,25,168,437,0.9579000000000001,0.7195999999999999
753,185,154,83.24%,31,0:00:47,0:02:56,0:03:16,35.91%,47,176,196,0.8323999999999999,0.3591
754,49,46,93.88%,3,0:00:38,0:02:21,0:02:16,52.08%,38,141,136,0.9388,0.5207999999999999
755,193,185,95.85%,8,0:00:21,0:02:51,0:03:57,75.79%,21,171,237,0.9584999999999999,0.7579
756,195,184,94.36%,11,0:00:22,0:02:39,0:02:38,70.00%,22,159,158,0.9436,0.7
757,211,195,92.42%,16,0:00:34,0:02:51,0:04:31,56.94%,34,171,271,0.9242,0.5694
758,200,190,95.00%,10,0:00:15,0:02:56,0:03:06,80.93%,15,176,186,0.95,0.8093
759,48,47,97.92%,1,0:00:15,0:03:13,0:02:58,81.25%,15,193,178,0.9792000000000001,0.8125
760,164,159,96.95%,5,0:00:20,0:02:51,0:04:47,77.78%,20,171,287,0.9695,0.7778
761,43,42,97.67%,1,0:00:14,0:02:32,0:02:34,83.72%,14,152,154,0.9767,0.8371999999999999
762,236,223,94.49%,13,0:00:26,0:02:46,0:03:38,64.83%,26,166,218,0.9449,0.6483
763,270,262,97.04%,8,0:00:15,0:02:36,0:02:08,83.21%,15,156,128,0.9704,0.8321
764,304,262,86.18%,42,0:00:34,0:02:56,0:07:01,56.62%,34,176,421,0.8618000000000001,0.5661999999999999
